CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1018130,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,30,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79248107959287, 144.94392680425227)",-37.79248108,144.9439268,318965,5815218.21
1024343,London Plane,Platanus x acerifolia,Platanus,Platanaceae,27,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.818734907736534, 144.95496452108736)",-37.81873491,144.9549645,320000.73,5812326.25
1057349,Olive,Olea europea subsp. europea,Olea,Oleaceae,33,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.79086839877632, 144.92430059389343)",-37.7908684,144.9243006,317232.77,5815358.96
1020080,Elm,Ulmus unknown,Ulmus,Ulmaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.78379155462824, 144.95926837820303)",-37.78379155,144.9592684,320294.9,5816212.06
1028763,Elm,Ulmus unknown,Ulmus,Ulmaceae,10,1900,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.83071740779342, 144.98662049533476)",-37.83071741,144.9866205,322815.97,5811057.14
1019932,English Elm,Ulmus procera,Ulmus,Ulmaceae,21,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.7949952819489, 144.95329672860808)",-37.79499528,144.9532967,319796.21,5814957.33
1026069,Moptop,Robinia pseudoacacia,Robinia,Fabaceae,34,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.809839495020036, 144.9882787770575)",-37.8098395,144.9882788,322912.02,5813377.02
1026717,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,19,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.81392391868205, 144.9837532793913)",-37.81392392,144.9837533,322523.39,5812915.2
1025150,London Plane,Platanus x acerifolia,Platanus,Platanaceae,26,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.81611169695417, 144.96476961343575)",-37.8161117,144.9647696,320857.5,5812636.19
1063349,Chinaberry Tree,Melia azedarach,Melia,Meliaceae,27,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79429811476841, 144.92829424734427)",-37.79429811,144.9282942,317592.89,5814986.18
1037237,English Oak,Quercus robur,Quercus,Fagaceae,55,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.80675216578395, 144.9691017587531)",-37.80675217,144.9691018,321216.28,5813683.08
1063835,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.778257725532974, 144.9575604627283)",-37.77825773,144.9575605,320131.07,5816822.84
1028643,Elm,Ulmus unknown,Ulmus,Ulmaceae,61,1900,1/1/00,Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.8288099395612, 144.98580169602735)",-37.82880994,144.9858017,322739.34,5811267.25
1032545,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,87,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.82753354522083, 144.97345732479562)",-37.82753355,144.9734573,321649.78,5811385.38
1061713,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,20,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80421545631987, 144.9421207786412)",-37.80421546,144.9421208,318834.64,5813912.59
1026441,London Plane,Platanus x acerifolia,Platanus,Platanaceae,19,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.813686774405596, 144.9906569489607)",-37.81368677,144.9906569,323130.57,5812954.61
1014360,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,40,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.807603467689084, 144.95156632075503)",-37.80760347,144.9515663,319674.51,5813554.91
1063422,Kanooka,Tristaniopsis laurina,Tristaniopsis,Myrtaceae,16,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79576814915458, 144.9336464187273)",-37.79576815,144.9336464,318067.79,5814833.49
1028262,Elm,Ulmus unknown,Ulmus,Ulmaceae,63,1900,2/1/00,Mature,11-20 years,20,NA,Park,30/9/20,"(-37.84493398426314, 144.98062200649227)",-37.84493398,144.980622,322322.15,5809468.18
1061506,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,10,1900,2/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.809396635103774, 144.95914936526611)",-37.80939664,144.9591494,320346.47,5813370.54
1063320,London Plane,Platanus x acerifolia,Platanus,Platanaceae,15,2000,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.82172769231828, 144.95307603096418)",-37.82172769,144.953076,319841.77,5811990.51
1063715,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.78191081865587, 144.9158651990532)",-37.78191082,144.9158652,316467.78,5816336.42
1016215,Crows Nest Poplar,Populus x euramericana x nigra,Populus,Salicaceae,24,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80209401770499, 144.95659118910268)",-37.80209402,144.9565912,320103.53,5814175.96
1061564,English Oak,Quercus robur,Quercus,Fagaceae,17,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Park,30/9/20,"(-37.81955869215673, 144.97112428548837)",-37.81955869,144.9711243,321425.21,5812265.86
1017009,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,52,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.802752072207404, 144.92687887664383)",-37.80275207,144.9268789,317489.07,5814045.31
1037423,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,85,1900,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.80965166396188, 144.97322097331764)",-37.80965166,144.973221,321585.92,5813369.21
1015071,Desert Ash,Fraxinus angustifolia,Fraxinus,Oleaceae,29,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79998691673248, 144.94657843522612)",-37.79998692,144.9465784,319216.8,5814390.45
1024172,London Plane,Platanus x acerifolia,Platanus,Platanaceae,87,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81727151341348, 144.95610761774753)",-37.81727151,144.9561076,320097.8,5812490.84
1033779,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.82101700189394, 144.97378429405475)",-37.821017,144.9737843,321662.87,5812109.12
1041971,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79475779864263, 144.9518750940588)",-37.7947578,144.9518751,319670.45,5814980.94
1063859,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.778305121347216, 144.9560171782232)",-37.77830512,144.9560172,319995.26,5816814.61
1043553,Varnish Wattle,Acacia verniciflua,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79198351173024, 144.94911940117885)",-37.79198351,144.9491194,319421.04,5815283.47
1063131,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.82933424787327, 144.90084981364308)",-37.82933425,144.9008498,315263.59,5811044.39
1063812,Flowering Gum,Corymbia ficifolia,Corymbia,Myrtaceae,5,2000,1/1/00,Juvenile,11-20 years,20,NA,Park,30/9/20,"(-37.798156166999156, 144.9263712784957)",-37.79815617,144.9263713,317433.06,5814554.31
1063760,London Plane,Platanus x acerifolia,Platanus,Platanaceae,35,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.812780403285934, 144.9626170819215)",-37.8127804,144.9626171,320659.95,5813001.72
1021783,London Plane,Platanus x acerifolia,Platanus,Platanaceae,31,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.797701191901204, 144.96745693050963)",-37.79770119,144.9674569,321049.62,5814684.28
1019340,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,2/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.81194812417143, 144.94841415853)",-37.81194812,144.9484142,319407.58,5813066.71
1061391,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.80452211967535, 144.94205854270984)",-37.80452212,144.9420585,318829.91,5813878.44
1059436,Queensland kauri pine,Agathis robusta,Agathis,Araucariaceae,8,1900,2/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.786749637648086, 144.9598800132943)",-37.78674964,144.95988,320355.93,5815884.99
1013902,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80822676971826, 144.943560420632)",-37.80822677,144.9435604,318971.19,5813470.26
1024453,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.812841167328905, 144.9623893622641)",-37.81284117,144.9623894,320640.05,5812994.54
1058937,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,18,2000,17/5/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.813460496929196, 144.99028254421262)",-37.8134605,144.9902825,323097.07,5812979.01
1061952,English Elm,Ulmus procera,Ulmus,Ulmaceae,82,2000,1/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.78036129583087, 144.96193265420263)",-37.7803613,144.9619327,320521.24,5816597.82
1032210,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.828133111445666, 144.9728404590866)",-37.82813311,144.9728405,321596.93,5811317.67
1058932,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,7,2000,17/5/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.81339772914864, 144.98864372357338)",-37.81339773,144.9886437,322952.65,5812982.87
1034019,English Oak,Quercus robur,Quercus,Fagaceae,37,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Park,30/9/20,"(-37.824844488141316, 144.97814112021558)",-37.82484449,144.9781411,322055.57,5811692.71
1022344,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,50,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.78536952442455, 144.96319401105703)",-37.78536952,144.963194,320644.44,5816044.5
1020400,Golden Elm,Ulmus glabra,Ulmus,Ulmaceae,41,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.781630614996445, 144.95841548616787)",-37.78163061,144.9584155,320214.55,5816450.21
1056860,Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,22,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81677362898106, 144.97797273611462)",-37.81677363,144.9779727,322021.36,5812587.98
1070796,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,30,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.82647378094986, 144.9033892253689)",-37.82647378,144.9033892,315479.97,5811366.83
1063319,London Plane,Platanus x acerifolia,Platanus,Platanaceae,14,2000,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.8217598626385, 144.95295153872235)",-37.82175986,144.9529515,319830.89,5811986.7
1032118,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.831069861574555, 144.9754904992866)",-37.83106986,144.9754905,321837.24,5810996.85
1043472,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79195454220304, 144.9498260929977)",-37.79195454,144.9498261,319483.2,5815288.05
1015125,London Plane,Platanus x acerifolia,Platanus,Platanaceae,59,1900,2/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79930508713561, 144.9498887348013)",-37.79930509,144.9498887,319506.61,5814472.51
1015048,London Plane,Platanus x acerifolia,Platanus,Platanaceae,69,1900,2/1/00,Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.800018719765255, 144.94788591090884)",-37.80001872,144.9478859,319332,5814389.45
1053065,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.782254057208604, 144.95505486848438)",-37.78225406,144.9550549,319920.09,5816374.56
1056584,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.80270326673884, 144.90956464003878)",-37.80270327,144.9095646,315964.49,5814016.76
1015129,London Plane,Platanus x acerifolia,Platanus,Platanaceae,96,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.799441958286934, 144.94972208843012)",-37.79944196,144.9497221,319492.27,5814457
1059106,Brittle Gum,Eucalyptus mannifera,Eucalyptus,Myrtaceae,25,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.80326984508371, 144.94442664217584)",-37.80326985,144.9444266,319035.35,5814021.99
1016838,Ironbark,Eucalyptus sideroxylon,Eucalyptus,Myrtaceae,38,1900,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79676723275271, 144.93538034926743)",-37.79676723,144.9353803,318222.92,5814726
1036245,Golden Elm,Ulmus glabra,Ulmus,Ulmaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.840315099609334, 144.9788363117326)",-37.8403151,144.9788363,322153.92,5809977.32
1037493,Norfolk Island Pine,Araucaria heterophylla,Araucaria,Araucariaceae,67,1900,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.8081734816308, 144.9719816240211)",-37.80817348,144.9719816,321473.25,5813530.87
1063620,Unknown,Populus simonii,Populus,Salicaceae,13,1900,1/1/00,Semi-Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.79331712314056, 144.9199470279335)",-37.79331712,144.919947,316855.44,5815078.71
1019878,Golden Honeylocust,Gleditsia triacanthos,Gleditsia,Fabaceae,11,1900,2/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79572001884243, 144.95642648326833)",-37.79572002,144.9564265,320073.56,5814882.94
1037286,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,81,1900,2/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.81137148324021, 144.98627957193742)",-37.81137148,144.9862796,322739.68,5813203.23
1015015,Willow Bottlebrush,Callistemon salignus,Callistemon,Myrtaceae,33,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.802130468254816, 144.9445389855707)",-37.80213047,144.944539,319042.46,5814148.64
1028118,London Plane,Platanus x acerifolia,Platanus,Platanaceae,44,1900,2/1/00,Mature,1-5 years (>50% canopy),5,NA,Park,30/9/20,"(-37.83780672677803, 144.97625820125938)",-37.83780673,144.9762582,321921.01,5810250.75
1061137,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,18,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.82710158372752, 144.96614963776412)",-37.82710158,144.9661496,321005.54,5811419.33
1027969,London Plane,Platanus x acerifolia,Platanus,Platanaceae,45,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Street,30/9/20,"(-37.837318168592205, 144.97608338232635)",-37.83731817,144.9760834,321904.45,5810304.63
1042243,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.794754389215015, 144.9518034153816)",-37.79475439,144.9518034,319664.13,5814981.18
1059728,English Elm,Ulmus procera,Ulmus,Ulmaceae,22,2000,10/12/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.83434355749607, 144.98360308707728)",-37.83434356,144.9836031,322559.09,5810649.03
1017826,Crows Nest Poplar,Populus x euramericana x nigra,Populus,Salicaceae,30,1900,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.80467237301043, 144.95613940020553)",-37.80467237,144.9561394,320070.01,5813888.98
1030400,Golden Elm,Ulmus glabra,Ulmus,Ulmaceae,24,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.83022270175905, 144.96940684019614)",-37.8302227,144.9694068,321299.76,5811079.23
1062290,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.83219575276498, 144.9765105026127)",-37.83219575,144.9765105,321929.72,5810873.86
1018156,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,34,1900,1/1/00,Mature,21-30 years,30,NA,Street,30/9/20,"(-37.79234250534264, 144.94471307980234)",-37.79234251,144.9447131,319033.9,5815235.11
1021806,London Plane,Platanus x acerifolia,Platanus,Platanaceae,34,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79969929067143, 144.96699784007993)",-37.79969929,144.9669978,321014.02,5814461.68
1055731,Gum,Eucalyptus unknown,Eucalyptus,Myrtaceae,61,1900,2/1/00,Mature,61+ years,80,NA,Park,30/9/20,"(-37.792111069271066, 144.9564937914746)",-37.79211107,144.9564938,320070.73,5815283.54
1061290,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,22,2000,1/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.82483121458909, 144.9576201456369)",-37.82483121,144.9576201,320249.29,5811654.88
1063974,Judas Tree,Cercis siliquastrum,Cercis,Fabaceae,4,1900,2/1/00,Juvenile,61+ years,80,NA,Park,30/9/20,"(-37.80984066445266, 144.9535997317791)",-37.80984066,144.9535997,319858.97,5813310.58
1013545,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,1900,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.810683978089216, 144.9488602303461)",-37.81068398,144.9488602,319443.77,5813207.85
1015136,London Plane,Platanus x acerifolia,Platanus,Platanaceae,73,1900,2/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.799505231397326, 144.94906025914096)",-37.79950523,144.9490603,319434.15,5814448.7
1025132,London Plane,Platanus x acerifolia,Platanus,Platanaceae,46,1900,1/1/00,Mature,11-20 years,20,NA,Street,30/9/20,"(-37.81585756381987, 144.9649624383295)",-37.81585756,144.9649624,320873.86,5812664.76
1062926,London Plane,Platanus x acerifolia,Platanus,Platanaceae,25,2000,1/1/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.822531481831966, 144.9212754522651)",-37.82253148,144.9212755,317044.55,5811839.49
1038568,English Elm,Ulmus procera,Ulmus,Ulmaceae,90,1900,2/1/00,Mature,6-10 years (>50% canopy),10,NA,Park,30/9/20,"(-37.78216523613276, 144.96300856402806)",-37.78216524,144.9630086,320620.36,5816399.71
1019888,Elm,Ulmus unknown,Ulmus,Ulmaceae,7,1900,1/1/00,Juvenile,31-60 years,60,NA,Street,30/9/20,"(-37.79547776189123, 144.9550599216679)",-37.79547776,144.9550599,319952.64,5814907.19
1059625,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,15,2000,10/10/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.794616539726086, 144.9296801447736)",-37.79461654,144.9296801,317715.71,5814953.55
1061484,London Plane,Platanus x acerifolia,Platanus,Platanaceae,19,2000,1/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.8071819628949, 144.95807666229499)",-37.80718196,144.9580767,320246.66,5813614.23
1063501,London Plane,Platanus x acerifolia,Platanus,Platanaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.79689007959958, 144.9302372020278)",-37.79689008,144.9302372,317770.35,5814702.35
1021959,London Plane,Platanus x acerifolia,Platanus,Platanaceae,23,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.7926063962493, 144.96847133094096)",-37.7926064,144.9684713,321126.65,5815251.57
1063632,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,54,1900,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.79405301126889, 144.9197475258752)",-37.79405301,144.9197475,316839.69,5814996.66
1015646,Pin Oak,Quercus palustris,Quercus,Fagaceae,16,1900,1/1/00,Semi-Mature,1-5 years (<50% canopy),5,NA,Street,30/9/20,"(-37.79730392755514, 144.94509514476417)",-37.79730393,144.9450951,319079.65,5814685.3
1063941,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,NA,2000,1/1/00,NA,NA,NA,NA,Street,30/9/20,"(-37.801051793796475, 144.9732986714139)",-37.80105179,144.9732987,321572.06,5814323.65
1020945,London Plane,Platanus x acerifolia,Platanus,Platanaceae,36,1900,2/1/00,Semi-Mature,11-20 years,20,NA,Street,30/9/20,"(-37.79675708551503, 144.97490936310106)",-37.79675709,144.9749094,321703.55,5814803.29
1063696,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,25,2000,1/1/00,Semi-Mature,6-10 years (<50% canopy),10,NA,Street,30/9/20,"(-37.779677118874346, 144.91374477957723)",-37.77967712,144.9137448,316275.5,5816580.12
1025812,Pin Oak,Quercus palustris,Quercus,Fagaceae,30,1900,2/1/00,Semi-Mature,21-30 years,30,NA,Street,30/9/20,"(-37.809269338448296, 144.97400382129211)",-37.80926934,144.9740038,321653.92,5813413.13
1059220,Algerian Oak,Quercus canariensis,Quercus,Fagaceae,12,1900,1/1/00,Semi-Mature,61+ years,80,NA,Street,30/9/20,"(-37.83581683389858, 144.98655366457814)",-37.83581683,144.9865537,322822.29,5810491.15
1058657,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,38,2000,22/5/00,Semi-Mature,31-60 years,60,NA,Street,30/9/20,"(-37.79786712662048, 144.97407440573886)",-37.79786713,144.9740744,321632.7,5814678.52
1058277,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,200,1900,1/1/00,Mature,31-60 years,60,NA,Park,30/9/20,"(-37.81457240519508, 144.97926894549104)",-37.81457241,144.9792689,322130.18,5812834.71
1061804,English Elm,Ulmus procera,Ulmus,Ulmaceae,10,1900,1/1/00,Semi-Mature,61+ years,80,NA,Park,30/9/20,"(-37.811117563518756, 144.95404711825876)",-37.81111756,144.9540471,319901.46,5813169.75
1062071,English Elm,Ulmus procera,Ulmus,Ulmaceae,NA,2000,1/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.81436961038151, 144.97800732105267)",-37.81436961,144.9780073,322018.63,5812854.81
1060927,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,19,1900,1/1/00,Semi-Mature,11-20 years,20,NA,Park,30/9/20,"(-37.79337901896969, 144.9200890613095)",-37.79337902,144.9200891,316868.1,5815072.12
1044043,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,NA,1900,2/1/00,NA,NA,NA,NA,Park,30/9/20,"(-37.79148681960561, 144.949690826925)",-37.79148682,144.9496908,319470.15,5815339.69
